audio_class,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20
Kick,-484.65683,182.43436,89.175545,21.724083,-15.573797,-18.497074,-52.836044,-0.28379193,-4.621408,-33.506516,4.540583,-15.9115925,-33.186447,-4.778341,-2.4505067,-15.835489,-5.570658,20.687168,-12.40309,9.406719,12.548025,13.653557,10.810766,6.073812,7.9893494,8.879528,11.51872,4.805637,7.772918,11.54659,5.1204634,3.8281302,12.064635,5.6667542,8.63445,6.5694914,2.8718965,3.7131512,7.0108175,5.2751393
Kick,-284.58435,193.71404,10.540262,32.98444,-1.0619072,17.51773,1.6016619,28.289202,-2.9411366,3.993808,-1.7563157,3.7031736,-4.617718,4.787452,-8.631604,3.0930095,-5.2138033,0.83411276,-1.5224453,3.051168,39.272934,28.039368,12.042029,11.89865,15.452749,9.031353,11.85078,19.509865,6.8929,5.8006086,4.664417,11.786776,12.634827,7.9648266,7.635327,6.090108,4.4294033,5.841822,4.895797,4.793221
Kick,-309.53677,151.21771,30.07345,55.973232,18.781609,25.628069,9.242684,15.293188,7.0545673,8.333606,4.984308,-6.045057,6.2949615,-13.480873,4.4605904,-4.323713,7.019499,-1.5070893,3.0201635,-9.741948,17.272621,36.669605,8.446375,10.74234,14.133524,10.9878,9.209918,14.193192,12.087995,8.164564,7.81355,4.3483806,6.1314836,5.645226,9.990385,7.14539,5.350656,4.8347297,7.784061,6.1046333
Kick,-308.38788,198.84175,4.2848797,51.62581,9.035233,9.943079,13.217008,7.357608,1.2661527,11.079467,-0.6814075,-3.53293,5.771486,-5.9608517,-0.21418147,7.381972,-11.9011755,4.550217,0.3721933,-8.455389,48.6298,23.578638,25.949583,9.103362,12.498039,4.074059,6.0775437,5.807871,7.7260475,6.7580457,2.307319,4.685906,5.828421,6.740109,7.4748545,4.6176558,5.9793673,5.1615276,4.351762,5.6950583
Kick,-368.3133,75.91547,31.002462,48.861694,47.373756,50.24199,9.84663,27.456102,8.800197,8.773909,-8.223814,-0.97684443,9.673825,6.0920787,-9.514686,0.005867628,8.162357,-1.5258939,-9.04062,7.3092146,70.09204,18.00601,13.722016,16.62601,18.983004,14.430258,12.88168,7.4454722,13.801182,9.276452,5.168492,5.767066,9.782187,7.1296177,6.1911125,4.902058,5.4968195,7.2356114,4.297055,4.228418
Kick,-325.11697,135.8358,17.754883,31.535275,4.5137467,21.554472,6.9361863,13.148678,6.3305025,-0.7919082,-3.5509121,-18.312693,-4.2578425,-5.3355517,-0.022530476,-12.974526,5.141956,-2.7913945,4.4399095,-8.704112,56.28476,44.46192,31.45145,8.091101,20.856699,6.970546,8.841614,10.892291,12.146681,6.4608326,6.306838,10.52162,5.4140506,7.8432574,9.928834,14.086319,9.386485,5.158266,4.957735,8.69175
Kick,-382.10077,113.70873,74.92062,98.85502,11.517295,53.841244,6.7166767,-21.685352,-3.017901,4.015032,10.703953,-2.1170835,-0.6316567,-3.5592704,-3.946191,1.9938344,-7.65518,-1.1315043,-4.9492674,-8.755121,69.70178,24.575459,22.632921,6.3911896,8.808644,10.132104,11.947054,12.798503,17.031334,6.716757,5.5706315,10.592323,4.545382,10.510022,9.097644,5.4267883,7.2116456,5.439039,5.7757077,4.6878495
Kick,-189.70699,220.06665,-46.224167,68.92714,-2.2308877,-15.667601,36.146748,-17.93771,1.456409,4.843922,-18.071707,13.227625,-0.89077216,-4.1087294,4.018629,-1.393522,-10.514777,4.664532,-4.126152,-7.4627347,17.917212,10.725345,13.309275,7.2672544,6.5284405,4.075107,3.412122,4.3499393,4.8057504,8.593244,6.5669813,3.8452873,3.8147364,6.256482,8.012101,7.984914,6.2435937,6.8674994,5.0982237,5.986718
Kick,-301.26517,126.75589,43.160984,49.75553,-7.6320043,17.668556,0.66787565,10.303492,-3.5101218,1.9336201,3.9660223,0.66918844,-2.4711735,-8.419368,3.9330995,-18.870852,0.22932173,-1.5597073,3.729643,2.244388,34.56524,36.14525,25.401825,19.698633,14.625525,3.873936,11.615969,10.825034,16.66005,3.6583235,6.360968,5.7935767,3.6717553,5.1097546,3.7560766,14.289052,6.715113,4.4660583,7.122872,4.110091
Kick,-339.55322,35.22815,23.566807,64.49643,-11.514023,7.8688154,5.2468295,24.685715,0.45291588,-3.7836916,8.631567,6.3941903,1.8828032,-1.1174824,-5.329907,-2.6650462,1.8462162,-1.141614,8.686772,-0.18726648,104.93245,11.423485,19.250214,12.3899355,10.164134,5.4344215,8.236936,15.571603,10.579894,8.326835,7.49857,9.625526,7.144448,9.568091,4.7834144,3.8707888,1.9785817,7.651329,2.3798711,6.467922
Kick,-187.25626,96.30021,32.654423,43.03213,-1.7347491,20.212175,-5.8862047,18.969568,-5.7550974,-4.543958,-2.9639616,1.3430301,-10.194782,-6.8693223,-1.9654897,-3.7094672,-0.68272656,-6.8704157,2.0157356,2.0852003,62.437115,36.5334,6.4909325,9.857936,7.686084,5.799897,5.539928,6.569937,3.8805087,6.0373945,7.487256,7.9106,4.3506556,4.5192103,3.9640007,3.5761793,5.070942,6.236701,7.582313,6.9946513
Kick,-318.82715,89.5369,-15.763181,17.017239,-29.106054,13.947804,5.182233,20.610212,9.53287,-4.31105,3.8235257,-9.397657,-3.7269607,-2.5380282,8.58545,-7.3625135,11.024009,2.2819886,7.3515043,1.6115131,47.57656,11.654612,7.3316174,6.06626,7.4342604,7.084133,2.4359381,7.7373233,4.657976,7.637012,5.1364374,6.814749,5.681087,6.2033415,3.953121,3.547236,6.5568423,3.1355093,5.8405533,10.095709
Kick,-269.71188,25.47575,-58.952347,42.938,-15.907378,10.671872,-6.4233856,-2.3283007,-11.582801,-6.5911174,-14.04696,-8.910933,-6.415918,-6.807843,-13.512927,2.0364866,-12.0150385,-4.430394,-13.62907,-5.0973096,42.054375,34.280544,17.795097,7.9076247,9.08101,8.334036,12.137788,9.16949,9.706546,9.9690485,6.481607,4.3255506,5.8580203,6.9845924,9.273187,7.414568,4.626461,5.3363533,7.1670356,5.5184636
Kick,-268.68848,187.78416,-12.308759,56.13268,4.2766285,6.7523894,-1.9112563,16.165848,6.301427,-0.49038506,-8.422746,-13.146697,1.3998493,-11.310688,-6.439757,1.2291638,4.380957,-13.928888,0.72257495,-3.3820992,37.904354,8.473991,19.21506,7.4884706,7.5849514,7.474897,13.370818,10.226237,7.9775615,6.295411,9.732508,8.348577,9.762784,4.631872,3.4529867,11.166391,7.7445345,5.7216845,3.6993115,6.305951
Kick,-441.2383,199.11232,20.274626,33.14246,13.441445,-0.8462288,25.20019,3.7498624,3.9825988,10.322874,-10.018544,-2.3847036,-6.5520234,-7.0142946,4.2613277,0.7609566,-6.112692,4.906656,-1.9018798,-0.28391412,106.264046,51.843044,24.87487,18.169876,9.416352,12.514671,6.154349,13.842667,9.756911,4.0423455,10.138574,4.2746706,5.816232,7.838439,4.8766026,5.489347,8.026768,3.5557134,6.1384115,4.706608
Kick,-291.18726,117.39681,-63.17177,60.79988,-31.027962,24.195475,-18.354265,15.17611,-23.51229,-8.89169,-24.885654,1.053087,-8.44277,-1.2440313,-6.0942426,4.2282896,-8.303552,-7.384055,-2.1156328,1.5585103,49.660793,16.953474,7.2807875,10.355813,4.5006266,5.0253415,2.5347736,8.21086,7.775962,6.6871386,6.215163,4.9896803,6.666431,7.7591724,10.928777,5.926968,11.495903,5.6089253,6.042512,6.974221
Kick,-278.07587,109.91382,8.11864,24.636755,-1.7672417,22.516668,-13.435252,6.174785,0.32768467,-5.6679907,-13.249712,-7.6271577,-0.87297267,-4.5414853,-10.100546,-1.8900135,-8.294955,-0.03512178,-12.327704,8.034209,157.08101,17.332516,5.1738005,18.197933,7.0553,12.745078,9.023623,12.116103,13.14834,11.312622,7.433098,5.2545023,4.0822816,3.4966557,10.11574,6.109557,8.942492,7.45118,10.2711525,6.0728035
Kick,-364.1204,131.34303,-75.54546,60.590183,-25.56859,31.734373,-9.517139,10.154014,-10.352425,-7.1765213,-8.136623,-1.0751958,-2.7761056,5.0175343,-7.0522237,2.7879806,-5.191171,-5.128929,-0.047130845,-2.545806,102.548164,11.991247,12.328353,6.2538304,14.7548485,12.62619,12.936731,7.189253,15.454408,5.254614,16.153145,5.4347744,5.8210506,7.2366467,6.790762,4.796432,5.609216,8.253249,5.931166,3.996681
Kick,-274.60886,118.38164,39.165764,37.09799,6.59749,-0.1630883,13.049231,-2.483314,-9.016233,-8.271886,6.6960235,4.052203,-9.681441,-4.196284,3.0386264,5.453668,-4.8774705,13.722406,2.9772456,-5.86075,62.56885,26.316742,11.738298,14.293271,5.9352646,2.2926524,12.261994,9.867798,7.67903,4.335875,2.0074308,3.9585044,6.937639,8.180521,4.2015233,7.102703,5.715283,5.224385,6.1721106,4.8914876
Kick,-276.88748,158.20064,1.3126264,66.271324,3.002882,18.087996,-2.1530585,-10.061634,10.642871,1.8146849,5.904242,-21.447535,-10.750608,-16.090237,-0.062054913,-4.1196733,-3.2146156,-9.742886,1.8115283,-3.6082416,25.84876,42.162132,9.780218,16.53447,20.34073,6.557449,12.613368,26.56338,7.2172713,8.515359,4.732009,10.285999,5.63309,10.88392,5.562718,6.7060237,10.13303,10.392191,3.7540193,5.4934196
Kick,-292.17706,103.06121,8.429069,68.13744,13.646871,21.776453,7.672678,24.399284,5.7064266,-7.2990823,-9.954618,-5.084221,-5.647762,-7.220981,2.5862925,8.391461,0.7700023,2.0252202,4.7955627,-6.3869257,54.092083,42.30691,20.430672,12.577253,16.279953,13.824139,9.934231,10.848742,6.206431,6.542055,7.091848,13.092819,11.9752865,6.583166,6.8065524,9.427522,7.703627,5.1911616,6.1557045,10.57153
Kick,-229.58461,123.65288,27.816992,40.823963,11.787664,25.61511,-3.0477784,14.894512,4.7693653,0.48101833,-7.8296447,-8.019902,-5.1810417,-8.738504,-7.1906414,-1.8848103,-9.355621,0.37407732,-8.352467,-2.8537378,125.616714,24.06089,15.653599,14.363644,6.8268867,7.9355135,8.201226,6.2855635,10.244196,5.332497,7.555863,4.763843,4.050828,4.977711,7.404136,7.2304373,5.2097163,5.071038,5.075888,5.311567
Kick,-318.84872,133.95013,18.166965,42.56696,-9.056892,13.022658,0.3576792,6.7599487,10.568102,1.6116166,0.53375053,-3.6918602,-3.476079,-6.2854385,8.162971,-11.6046915,5.2135506,-3.303759,6.172365,3.864885,48.989082,41.83366,36.840992,14.981931,11.251179,8.727042,5.819679,8.09231,6.7759604,8.576209,9.163123,6.640619,5.9301686,8.876112,8.95404,17.76934,7.1761417,6.4401836,4.233956,6.234347
Kick,-362.97784,119.93797,-16.315395,49.626534,-14.004806,33.559998,15.748921,2.569689,-4.453121,-7.1968346,-14.123803,-7.3795457,-3.6211848,-10.839574,13.240095,5.1842666,-6.966099,5.0824203,0.6842834,-7.789661,46.478012,26.992537,26.941412,19.527975,5.35593,11.864694,5.5680656,10.6756315,10.990313,11.009472,7.919983,4.3113284,4.1063046,6.8093414,5.6524296,6.0920877,5.0148907,3.8887358,7.8119645,7.2458773
Kick,-251.46306,104.68087,28.76641,62.923542,6.735932,23.005562,0.2573202,8.364888,-6.9164767,-3.985333,-5.0299854,-3.0215197,-10.633362,-9.188984,-7.699122,0.34448937,-1.4503751,-2.0148363,-7.84936,6.5701356,126.96073,28.861765,7.0495634,11.793045,6.6784143,6.726051,10.342421,6.719161,8.830245,6.658906,5.9295497,2.9168475,4.0243425,6.2243733,7.0628715,6.280549,8.147152,9.269154,3.4981549,7.784671
Kick,-299.3727,97.72226,-17.57996,26.154034,-33.939262,6.24499,1.0232298,16.2161,8.728638,-3.361826,6.8020062,-6.7874556,-5.409557,-12.072924,5.7327313,0.5125223,17.458815,2.096736,1.7306824,2.8773565,31.2839,18.0104,11.814059,12.132628,4.884151,3.748782,5.4971128,5.4838824,4.89428,6.7343473,8.856362,8.944732,6.3958607,6.825852,6.0939684,3.8171933,7.3391705,4.4059806,5.743809,3.3430278
Kick,-284.71625,125.049034,3.748921,22.576254,-6.6340966,32.40138,1.2137281,13.241552,6.706202,-4.807276,-16.205856,0.59637696,-1.6786536,-12.197674,3.6473851,1.2614583,-7.063335,-3.8560197,-12.231261,2.3952265,132.70511,20.53342,9.257489,11.513384,11.058072,11.898363,14.226712,8.351266,6.449126,6.3736877,9.38042,3.8571067,3.3922126,9.3713455,8.4845,6.780773,4.608904,3.5502324,6.67825,4.944977
Kick,-300.12033,153.67522,23.200651,30.516937,0.12271135,-14.819625,-15.414776,-8.566622,0.2646323,-14.490717,-1.2422049,-10.147251,-15.715945,-15.553149,5.295962,-7.7887297,2.5133321,-2.0210478,-4.8668256,-7.5797634,21.029041,47.800808,35.738235,8.56648,6.754016,9.5698395,7.602532,7.209171,10.955819,5.9516582,5.209406,5.3957734,6.6700516,6.0173345,4.7844577,6.8015184,7.369157,5.993838,6.9447207,3.002556
Kick,-420.6773,116.97857,37.246155,-4.5667825,39.22676,-6.4515176,21.586527,16.566147,-0.6538988,7.3421574,-7.4566684,-7.61722,0.8357574,-23.583458,-15.787861,6.5321436,-14.136376,-13.128842,-10.52499,-5.1024213,36.74098,14.921656,10.498998,16.22388,4.1654873,11.84388,8.540712,3.0240753,4.665649,3.2773235,9.143787,5.0916104,10.069167,7.33582,11.418733,4.898827,3.7668984,7.2618203,3.8465097,5.1726656
Kick,-279.09943,142.05586,6.960834,40.797546,11.222792,19.49392,4.4598155,25.201744,-0.47835928,-8.06114,-6.1812983,-5.0665417,-1.9307392,-3.5203729,8.286567,0.898533,6.254426,-10.16921,1.7699631,-2.7663188,81.091774,23.924654,13.568073,30.196423,5.6044493,16.797144,12.103437,8.3859,9.572128,5.5957227,6.8607926,12.278937,8.832144,6.7966075,8.022609,9.187525,8.104477,11.331223,5.2393417,4.0396767
Kick,-255.52177,132.2015,11.358601,53.131413,12.145511,13.275574,4.7782197,18.563791,2.0197866,-0.64550465,-9.810697,-15.354493,-11.504849,-9.701737,-3.7213545,4.426883,9.565307,-5.703689,2.849562,-2.7663906,117.67644,7.759167,14.186589,7.985124,11.762685,10.527507,6.126535,8.325963,15.497685,7.2026806,8.143536,7.1735964,10.0240755,4.8972516,5.0284657,4.336678,5.762297,5.4575477,5.0369797,3.5950089
Kick,-394.58508,189.3094,-76.36178,78.325424,10.716622,-5.1986485,44.02083,-7.201233,3.4898627,2.705066,-26.682259,-5.737536,1.512583,1.0018569,2.3935847,-8.57745,-14.409611,0.39399445,-8.121599,3.824963,82.35455,26.371418,27.871063,14.202177,11.286276,12.335845,6.2513537,15.366871,6.478758,7.730996,13.021506,3.0144324,10.2804575,7.6212215,12.13981,9.788148,7.060841,6.2752795,5.061898,4.4133162
Kick,-499.9595,187.05498,101.3021,28.541227,-5.6805115,-4.3697457,-42.152905,-17.034563,-22.70597,-21.168993,10.943458,-15.982663,-16.519636,-0.73620385,1.7660073,-17.340443,-21.37878,10.41794,-16.859768,-9.399162,7.118107,14.658099,16.250172,5.9821253,17.949865,8.407633,9.346479,7.9426656,10.012013,11.963588,5.2784605,5.26887,7.561916,9.668391,5.8149085,8.157097,9.044539,5.3039856,7.14799,4.962885
Kick,-246.18237,119.374275,21.056728,-0.3177675,8.820779,-4.900745,14.472186,-1.1289687,-1.9331272,-10.280323,-14.726196,-3.7069626,-6.4137783,-15.6354065,-10.728025,5.009145,-11.744217,-10.656204,-14.043576,2.8415148,76.822685,6.3135476,14.150436,9.116818,16.240055,4.842363,5.464947,8.158163,3.303119,5.5447283,8.192167,7.2375927,5.098847,6.9525237,4.7114177,5.8257146,7.100201,7.388284,4.043978,1.7850428
Kick,-248.39558,72.72169,4.9091372,33.075138,-21.619724,26.134163,-12.68137,9.721206,11.567376,-2.5531082,7.147362,10.415922,-2.4027052,-8.200014,8.23261,-5.197008,-0.5471968,4.1533866,1.7796212,3.256807,43.83297,22.840307,11.021868,13.641027,11.439036,5.251764,7.5959263,3.8138456,5.437108,5.0678635,7.429275,5.760131,4.8609776,3.9009678,7.673406,3.6723452,7.289057,6.6320887,4.3893495,4.947146
Kick,-397.85287,152.4353,60.790874,52.86668,35.419815,30.485788,11.903421,-14.15627,-14.6861515,-4.1700993,7.636037,-0.0066949404,-12.3154955,-8.302425,-6.493617,-1.2284319,-5.433444,-12.3488655,-16.448423,-13.79963,70.598175,28.296,41.97124,14.379725,21.856293,8.747192,9.700064,14.719272,7.4866147,4.7992654,5.912628,13.247616,11.004671,5.0579195,5.964256,4.8375525,6.8945565,6.8010283,10.112986,8.633256
Kick,-367.92395,115.92083,29.790915,38.93992,11.8889265,23.827633,9.842024,17.031265,3.8895319,1.4455895,-9.038276,-8.6581335,-5.0742483,-4.0999928,1.5410448,-0.22850531,-2.8839235,-11.347482,0.31961352,2.2762313,120.85983,19.61641,8.772798,6.768653,10.043754,4.298062,9.323418,5.617818,9.246562,5.8459496,6.366388,6.605565,7.6020694,5.3281054,5.9171767,4.1929374,8.574615,4.6665964,4.83224,3.7612817
Kick,-249.41473,115.81921,44.66483,40.012672,19.079582,33.621872,6.856911,11.987205,5.595522,0.32827157,-6.2320313,5.174572,-4.742444,-5.20828,-1.6234084,4.8537817,-0.5703232,1.4062997,-9.755891,2.3050416,125.50696,47.81641,9.176822,19.822958,7.174424,6.146244,8.549589,6.233561,12.993991,7.993266,10.150507,6.159558,3.6987457,8.073712,6.510557,5.69688,8.572223,7.9891896,7.90741,7.4876356
Kick,-271.68323,64.22319,3.2366068,72.90407,10.8550205,22.689705,12.145017,23.893745,-11.363765,-5.403452,-5.165639,4.0792174,1.4382726,4.9652157,5.6155415,1.1051257,8.830806,-10.942235,1.5891721,0.9484889,62.38397,22.039572,9.854231,9.684134,5.4121284,5.9829583,20.158772,2.283832,5.014752,10.430954,8.083532,5.693505,9.77787,8.56003,2.7923608,6.8425,6.6220493,2.545676,9.902767,6.075885
Kick,-335.06326,169.95493,33.01598,36.655327,18.106384,19.11291,3.3911827,3.8644056,12.147801,-5.8984375,2.142685,-20.125694,-10.813225,-2.5530605,-12.276684,-18.294907,13.874127,-8.6252165,-7.758951,-9.034381,37.251476,28.596704,17.942116,9.204375,20.234982,11.30389,12.972031,11.975535,11.486733,4.7038836,10.111364,8.168574,10.401432,4.9716754,13.641652,7.5675755,11.810047,5.8807783,8.693742,9.99207
Kick,-353.1695,116.65435,26.785782,57.16658,14.513381,41.830883,16.52688,19.124037,3.8613756,14.526111,13.014533,-12.915618,2.6522856,-5.4146867,-0.34862342,2.0401723,-6.2616167,-2.062714,-0.31652516,-11.065076,42.17813,30.12629,10.370841,14.303757,20.382723,6.519344,9.618626,8.702024,10.537945,13.357987,8.627531,9.935551,9.948341,7.2144427,9.355562,7.0336776,6.2951117,7.564178,7.5723686,5.5428925
Kick,-260.2637,165.28125,12.896754,33.29604,-13.284156,23.792675,-5.4280443,16.264921,0.47154573,7.420023,-1.4657197,6.157303,-1.3831285,7.8116903,-7.46247,5.9194417,-2.4616206,1.935328,-4.182409,9.4069195,50.248234,27.820831,22.362877,12.040909,17.681324,11.12906,8.5185995,12.638551,9.040372,7.965889,6.1467395,9.574614,7.184117,4.373155,7.2177362,7.022702,5.2879176,4.884403,4.0141225,5.64398
Kick,-189.0894,96.07634,2.416749,61.443165,4.4917693,23.273115,-0.84887904,22.994238,-14.694525,-3.4369416,-5.608339,-2.7083375,-3.0972817,0.7347626,-2.2019277,-1.9993392,0.6720494,-14.908382,0.6665396,0.42309296,82.77929,27.31588,17.647932,11.345081,6.10842,5.8152475,8.634582,7.1244516,5.5991297,4.36112,7.0891447,4.4340434,6.4910183,6.6569552,6.7003675,3.1307764,4.8932023,2.4254405,4.61658,3.9742641
Kick,-291.65964,145.03676,29.430485,34.840405,4.153657,26.018715,1.1988294,16.669249,-5.346392,0.31757656,-10.44528,-8.96573,-3.0774539,-3.6486762,-1.9693387,7.3403463,3.820638,4.3314342,-6.1327915,0.34161615,90.56041,20.358608,25.735697,17.556986,10.339706,11.458771,15.759337,2.0420027,5.8426914,7.758982,5.6983714,11.183711,7.3966208,5.35298,8.258657,6.8421726,4.3948975,4.049762,3.2363434,5.1352377
Kick,-395.02133,136.3829,-46.913673,24.007116,16.378328,19.40125,1.278459,23.604033,-11.070738,13.111803,-9.369922,-13.542875,-8.035234,-4.473451,-3.758818,13.002589,-6.2993436,6.4454956,-7.6704445,-6.153379,75.811134,9.569561,10.186265,6.6715655,4.018006,4.8240685,7.604365,5.5309215,10.631377,9.356451,14.408994,12.450376,8.008811,6.190435,5.327128,5.963718,4.605694,3.5139186,1.9793198,4.1729765
Kick,-319.02078,189.19014,49.5673,22.5613,-15.284498,29.80656,8.389128,-5.4184103,16.113014,-13.231398,0.4720381,-7.099243,-8.043984,-11.403497,2.2352905,-7.3356,-11.70655,-5.597699,2.0853093,-4.9045124,30.92397,39.007374,26.250927,12.212578,28.896278,10.835646,12.757804,14.9531,13.660167,7.425513,15.114207,8.674223,10.897753,11.123618,7.953461,7.920213,11.857374,7.1946654,9.028244,12.124899
Kick,-294.05173,172.5648,1.8362107,53.32627,-3.8321648,17.748882,9.277113,7.4713316,-1.7909881,0.9711441,1.7880852,-1.2461354,4.0250144,2.8891234,-3.0148988,0.23141007,0.18399018,1.8009834,-0.3911339,0.64961237,107.91623,17.587051,24.444614,15.530126,15.090559,12.735571,5.8241444,3.502106,5.2942905,5.2437167,5.8495893,5.155491,4.6239953,5.8669405,2.776188,3.9167476,3.0530818,4.630081,5.9569225,5.6940737
Kick,-282.4319,137.47697,18.520313,47.32113,1.120598,12.639864,-2.8029933,15.91316,2.2324624,-0.5815249,-2.401436,-13.384635,-7.6263943,-1.7739983,-7.3507757,-2.3004339,8.166508,0.11140171,1.7305254,3.9754539,32.293945,54.950092,23.498642,12.299527,7.43866,12.046825,10.512837,5.527112,8.07576,5.1652284,16.008497,7.0672684,9.535111,9.7336645,4.1398735,6.5415554,5.6782675,7.714942,4.9670134,5.7352257
Kick,-250.53401,98.13182,42.96574,24.10106,-3.0429702,1.8811277,19.682467,-6.176093,-4.9062448,4.579284,11.881456,-7.0472536,-19.331593,-5.160308,0.68803525,5.7581463,-8.965686,1.8016611,5.555277,-2.098017,42.664036,33.300995,23.432537,16.33765,9.177177,6.919191,4.2653236,11.754143,3.2474527,12.398933,5.014173,7.8629346,9.001229,11.655437,7.34796,5.327325,5.673511,4.118909,11.881995,5.548351
Kick,-243.10579,92.5812,20.969774,29.420633,-1.7101573,16.837814,-0.21730508,14.708045,-4.106105,-8.017432,-8.263204,-5.927943,-10.78673,-4.0047584,0.805305,7.9627447,2.1792421,-4.315945,-0.97846305,0.9014691,99.77688,48.480076,8.363156,10.408363,10.871847,5.883589,6.9932604,9.69409,8.982216,5.406727,6.434682,5.189153,6.2804403,5.491145,6.9325314,7.6429377,8.090155,1.6175873,4.2048063,3.338044
Kick,-359.3458,184.20555,28.944904,45.22196,22.181847,19.50936,9.444234,10.10307,-0.89597744,4.6822057,4.5644393,6.8023405,5.5540576,5.142927,3.8069289,2.9139967,-0.14106698,4.7659006,2.8033876,-2.374009,103.80638,36.318287,38.745174,12.415106,7.3141465,4.974597,9.706242,5.859922,8.273712,4.952059,7.3620377,3.4690578,6.3115964,4.1224084,4.171957,3.3463461,5.601627,4.4071937,2.96184,4.9297667
Kick,-263.71838,188.91264,7.007817,38.118206,23.341656,-5.780023,-16.433895,-1.5678413,-6.744468,-7.2672954,1.6076748,-39.5027,-15.249787,0.043456204,-19.570305,-21.66392,14.366345,-6.018472,-8.688611,-1.6914066,34.429916,8.09397,10.060071,8.624169,19.525179,8.112935,12.576113,9.809359,9.64398,6.5602803,4.0291553,6.33492,7.2507005,5.2583666,11.266463,7.4005795,4.853122,4.356339,7.5020375,6.289578
Kick,-325.85242,161.65514,36.322662,20.350058,16.181368,20.445574,6.9793634,18.66432,-3.1895065,-27.757769,14.805414,-28.7297,-19.01593,-34.335648,-17.827103,-3.1376138,2.2040074,-5.1694007,-2.7326422,-21.008621,30.650434,5.7485166,17.16205,7.2105417,10.643968,12.546242,9.106743,8.403684,9.043806,8.575117,5.073712,6.9337034,9.054818,5.60021,4.7627406,4.5891857,4.0214057,6.271203,4.4674907,3.6277843
Kick,-359.13928,122.88665,-95.02846,67.04006,-31.950924,27.971668,-14.055306,-2.2389696,-16.78166,-0.944285,-9.137178,-12.422398,-2.9940138,-1.875545,-4.6365056,4.6732917,-2.1588385,-0.4773958,-4.2741604,-2.0122337,42.987072,17.455673,19.80813,11.007747,9.675751,9.921673,16.695423,6.57957,11.164555,9.955525,2.932118,4.410196,8.51806,4.078488,8.181372,6.084429,6.0305343,6.266907,6.268598,3.235851
Kick,-227.7385,103.70007,11.380955,23.20495,-8.313395,19.58137,-5.284098,16.604984,-2.292669,-10.522007,-13.1231785,-9.811641,-7.6274643,0.53615814,8.859212,12.647026,5.7739973,-2.2910128,1.3382543,4.9278316,102.31885,37.18054,10.323393,8.622694,4.419065,4.933046,10.571305,7.9857793,8.677657,5.451338,8.71389,8.995117,5.4634027,5.257848,6.563082,7.743664,7.6719556,4.5004396,2.1565764,2.6679134
Kick,-281.67624,88.10849,22.38152,27.623749,-11.134708,22.622519,5.209278,22.055088,-3.2854352,-8.964837,-14.233585,-0.1951285,6.5031805,-4.892911,-4.60356,4.7905903,1.5295038,1.2558029,-13.652151,-4.3132453,125.40978,31.925774,12.617286,5.246952,10.992312,10.327945,6.957596,3.893265,9.406822,10.223014,4.866268,4.581951,3.5392883,6.79264,8.525056,7.3504176,5.753585,3.5917423,4.089913,7.358872
Kick,-269.1563,110.56129,24.196743,40.528187,-12.229801,21.779259,5.9809036,13.450299,10.077336,3.837972,-0.85045695,5.0864964,-9.106764,-10.041995,4.4582844,-8.808947,8.21502,-2.9902153,2.7173197,6.2832065,37.758408,43.7459,21.444313,8.34551,10.2476015,6.4646716,8.235705,5.3341513,10.574902,8.497555,4.1445794,4.701109,3.235115,3.0905058,2.934007,8.016499,6.3618493,10.635446,3.3747516,6.8004227
Kick,-356.11014,123.99273,71.108,31.9501,-4.0194435,19.776768,10.658799,3.561759,6.06589,6.1023855,-2.6210191,-13.098313,-17.047462,-5.4529934,10.880326,6.062627,4.8484344,13.679389,4.8577356,-0.4380285,21.78288,56.022,15.770151,10.544929,9.674588,5.815335,18.273651,6.747684,4.147383,6.9423766,3.0087101,6.862455,10.443693,6.522028,5.858803,4.606282,6.736056,3.4438303,3.7957242,5.849083
Kick,-197.98082,105.60221,2.3519504,36.221672,7.3986306,22.879446,-3.6585324,13.144256,-6.9418287,-3.8928494,-4.8830967,-10.695966,-8.210207,-9.294723,-10.700024,2.8802195,0.9627461,2.2503114,-7.7753177,4.236922,106.817825,20.025677,12.853115,10.675236,4.419819,3.7094312,9.251432,6.8680677,10.432004,7.9404154,6.634964,7.6378856,6.853141,5.8180676,10.68149,9.124834,8.464668,4.9046054,5.2535267,7.142413
